Transaction_ID,Customer_ID,Transaction_Date,Amount,Merchant_Category,Transaction_Type,Location,Fraud_Status
3a9caafe-7d1f-4273-84b2-c4720ab34288,7616,9/20/2023,398.84,Groceries,POS,Los Angeles,Genuine
91e5cb54-42c4-4b3e-a53a-11267c5fbcef,7973,8/9/2023,3811.65,Gas Stations,Online,Chicago,Genuine
ea6fa3e3-f0c3-4f0b-b07b-0acce579af60,2930,7/20/2024,4721.18,Travel,Chip Transaction,Boston,Fraudulent
78ee6de2-0879-45c4-a333-d85b0ccdb1af,1557,2/22/2024,2653.93,Restaurants,Chip Transaction,Miami,Genuine
b833f96d-2314-4219-9539-aa1a197061ef,7505,1/15/2025,541.52,Entertainment,Chip Transaction,Los Angeles,Genuine
822142d9-1d1d-4381-ae98-f41aa165dcae,5718,6/1/2024,2007.2,Restaurants,Chip Transaction,Miami,Genuine
65ddd993-ad81-4c2c-bc45-6c6379047c98,3104,11/8/2023,3936.21,Electronics,Chip Transaction,Chicago,Genuine
ed7ce68d-fe5f-4a0a-9073-026425781bed,7380,2/25/2023,4469.67,Groceries,Online,Chicago,Genuine
4abe78e2-8213-446c-88d0-83fdfccf0c3a,8468,3/29/2023,3661.38,Online Shopping,POS,Los Angeles,Genuine
74bdf91b-e7cb-4e25-8447-429ca41aa2c1,7772,12/29/2023,617.2,Groceries,Online,Seattle,Genuine
4fc80698-268a-446f-a9b2-5c1f9a2635fe,6081,1/12/2025,2711.52,Travel,Contactless,Houston,Genuine
5051e322-96e1-4887-86b2-5c202c578429,8945,6/11/2023,1597.77,Utilities,ATM Withdrawal,Denver,Genuine
3dbcd209-6a7f-45d6-85e6-29959ff3aa49,9312,9/24/2023,2390.54,Travel,Chip Transaction,New York,Genuine
28cc554f-91cc-4008-954e-96107d31d8c7,7021,12/28/2023,1522.1,Entertainment,POS,Denver,Genuine
f0ca6177-bed7-45ef-9f51-013471296c7c,8409,10/29/2023,1009.41,Online Shopping,Chip Transaction,Boston,Genuine
c3bc3193-a046-413f-a5e8-cc8efff1814e,3147,12/7/2024,1982.46,Entertainment,POS,Denver,Genuine
ac5561dc-3bdc-4af8-9fd3-36b4c6efe1c3,1034,5/13/2023,3674.27,Utilities,ATM Withdrawal,Boston,Genuine
b9c99cc9-84db-4398-acf5-0f82fa0f52fa,1496,8/9/2024,84,Gas Stations,Contactless,Seattle,Genuine
977b5ef0-22d5-41e6-b213-451c4adedf52,9019,1/17/2025,4574.39,Travel,ATM Withdrawal,Denver,Genuine
2a86b71f-fe47-4525-a090-341f50a54347,5034,10/14/2023,1259.82,Online Shopping,Online,Boston,Genuine
c814ad30-f2fe-4f1d-9992-94b679be6a2a,7094,3/13/2024,1949.45,Clothing,Online,San Francisco,Genuine
6b42679b-5db6-4bf4-b93a-05237368c477,1200,9/7/2023,2584.69,Travel,ATM Withdrawal,Miami,Genuine
d3a71154-c070-49b5-b9da-2c1d1dbc60c4,8028,6/7/2023,3327.16,Gas Stations,POS,Denver,Genuine
459dbab0-013d-4eb0-8302-34896eb2e9e4,7461,10/10/2024,4830.26,Travel,POS,Denver,Genuine
498c99f0-91b2-47a8-9aea-65073f315aa5,5338,5/9/2024,2955.84,Online Shopping,ATM Withdrawal,Houston,Genuine
85a5039f-fc51-485c-8c0a-90c89e956f7c,8497,2/27/2024,1448.1,Gas Stations,Online,Los Angeles,Genuine
f9893a45-6f16-45c4-a582-7aea70aead90,4733,8/13/2024,1511.26,Gas Stations,ATM Withdrawal,Atlanta,Genuine
5a1a068a-121e-4ab6-ac1a-1a1b1dc97096,9982,8/21/2024,434.41,Gas Stations,POS,Atlanta,Genuine
c22b0e66-b4e9-4190-9dc8-97d8f23657f6,8580,4/6/2023,2634.49,Utilities,Chip Transaction,Boston,Genuine
2f364ca5-7831-4ba7-86c7-f0c535de6b0f,3406,10/27/2024,2796.06,Groceries,Online,Seattle,Genuine
a1a135ec-7816-44f5-99f2-dd83829d8ef8,9439,3/16/2023,3982.81,Online Shopping,POS,Seattle,Genuine
6a3701bd-c1f5-4dc3-8a93-7d8c5603efec,6973,5/24/2023,3267.49,Clothing,POS,Chicago,Genuine
a4946457-9465-4b14-97bf-8976d8a91fb6,6286,7/2/2024,8.23,Gas Stations,POS,Atlanta,Genuine
b2f543a7-3eb5-4033-981b-dbed7106279f,5973,12/17/2023,2411.43,Travel,POS,Boston,Genuine
96f7af06-b2b2-4dcd-ae50-fc13a6275dd3,2569,8/18/2023,3193.5,Restaurants,POS,Houston,Genuine
a06b4594-53fa-4236-8be9-80967fbecd5f,3581,5/10/2023,160.59,Electronics,Contactless,Chicago,Genuine
31618f6c-28c2-4ebe-8abd-739aaa83c693,4268,3/3/2024,2247.81,Gas Stations,POS,Boston,Genuine
f1ffa06d-acf0-44d9-80a9-a435547b0292,2360,10/23/2023,4378.61,Online Shopping,ATM Withdrawal,Chicago,Genuine
7f038647-8399-4637-885a-15f7fca4f0ca,4560,7/7/2024,4285.29,Electronics,ATM Withdrawal,Los Angeles,Genuine
7d29e34d-300e-43b0-8dba-2276d8f8b3b0,9307,6/29/2023,3357.55,Electronics,Contactless,San Francisco,Genuine
2f32b25e-e76a-4ebe-85b0-8bfe5ddedbc8,7861,8/12/2023,1157.25,Utilities,ATM Withdrawal,Chicago,Genuine
ddf73a54-ed5c-4fa8-8fc1-dcba876f819f,1940,8/1/2024,819.07,Electronics,Chip Transaction,Chicago,Genuine
1aecd7de-6f6f-4932-9333-b093b3498941,7040,12/19/2023,3053.71,Utilities,Chip Transaction,Miami,Genuine
1144fe12-63de-4e19-b40a-fd8b8103e19d,9331,8/22/2023,1214.79,Travel,Online,Miami,Genuine
6a7f6f22-19fe-4979-8bc8-2c6e9bd811cb,7643,7/25/2023,4145.31,Healthcare,Online,New York,Genuine
798b34ad-ecfd-4002-923a-b76daeaee2f3,9526,9/17/2024,1077.99,Clothing,ATM Withdrawal,Boston,Genuine
b4dcfc46-d565-4990-bb95-5e7747296cf7,4443,1/30/2024,988.23,Healthcare,ATM Withdrawal,Boston,Genuine
17c087db-9c90-4343-810f-b59378fd8020,5381,12/24/2023,1703.62,Clothing,ATM Withdrawal,New York,Genuine
778e4ecd-44d7-4d09-a2e5-98e0b933cefd,3691,10/18/2023,2264.92,Restaurants,Online,Houston,Genuine
7e51585a-0699-4827-bd3c-7b20310ccc39,2410,12/26/2024,2167.07,Gas Stations,Contactless,Denver,Genuine
0393296f-a89b-4f23-a8be-40a94e683eb6,5927,10/13/2023,126.87,Electronics,Chip Transaction,New York,Genuine
81cf742d-1d63-41cd-b1d6-4d9808e2afec,1490,8/31/2023,108.55,Utilities,Online,Atlanta,Genuine
dbb6b310-9b17-4435-836f-a03e6e3af7db,7957,5/23/2024,1021.53,Utilities,POS,San Francisco,Genuine
571c79c1-087e-4532-bdd3-61a63c35259f,6844,11/3/2024,2234.42,Online Shopping,POS,Los Angeles,Genuine
9bb1d8da-aa76-46f0-bff5-b6ab35295dd8,5870,1/5/2024,4287.26,Entertainment,POS,Chicago,Genuine
b054fc0d-bdf1-4c5b-b447-6a993d68e1e5,1108,10/10/2024,2544.09,Healthcare,Chip Transaction,Atlanta,Genuine
00c4eda3-a09b-405b-830f-3d161bf8a4ae,3887,3/21/2024,3847.5,Online Shopping,POS,New York,Genuine
ebaacf4b-7f12-4045-8bde-cf48dd589119,9148,6/3/2024,4977.03,Groceries,ATM Withdrawal,Chicago,Genuine
fe65e701-4253-4558-87b5-b62879a1bd9c,1442,5/10/2024,3207,Electronics,Contactless,New York,Genuine
2dfb170a-c27a-4696-a16c-884f9a8a20e2,5459,1/23/2024,323.25,Electronics,POS,Miami,Fraudulent
f136e76c-3e45-48c3-a442-01ed12b2f6bf,2378,12/25/2024,3424.41,Electronics,Online,Los Angeles,Genuine
67ebab21-74e9-4f60-b048-dca8e73bf10e,4099,1/19/2025,1139.41,Clothing,Contactless,Atlanta,Genuine
aea582ab-8b8c-4ea2-9274-f2e7ae29189f,9308,4/4/2024,994.21,Travel,Contactless,Denver,Genuine
8a1c7864-5b24-46c8-bbdd-6143812ee8d2,8739,11/2/2023,1218.78,Clothing,POS,Miami,Fraudulent
231afa95-6888-4207-af70-5975cc1c720f,9279,8/12/2023,1362.51,Healthcare,Chip Transaction,Houston,Genuine
5f7b1351-b775-432c-9ee5-7b7188ca0526,3143,11/11/2024,2197.58,Online Shopping,Online,Houston,Genuine
6343cdf1-e7ae-4305-81f9-c344da32b051,5892,1/8/2024,1932.85,Online Shopping,ATM Withdrawal,New York,Genuine
7448aad6-c179-425f-ab82-6816f962e99b,5741,4/26/2024,2794.55,Electronics,Chip Transaction,Houston,Genuine
fa427b7b-1761-4d0e-92d8-9e401fc1d822,8845,1/4/2024,1078.23,Utilities,ATM Withdrawal,Los Angeles,Genuine
9ff43d9a-39bf-4625-be86-2d764e2eb16b,9259,4/13/2024,1886.76,Groceries,ATM Withdrawal,New York,Genuine
0af7e82f-69c8-492c-87e6-00f0848d2a9c,4061,5/4/2023,1981.89,Online Shopping,Chip Transaction,Los Angeles,Genuine
4d775b2f-b4f0-46d2-be53-f81130784280,6612,10/5/2024,4274.81,Electronics,Contactless,New York,Genuine
2f747017-964a-4176-9b92-6aef7b8c9842,8916,10/31/2024,2987.85,Clothing,ATM Withdrawal,Boston,Genuine
c573e7ff-3450-4fd9-97f3-7c6953e5877e,6156,11/4/2024,256.66,Utilities,Chip Transaction,Seattle,Genuine
fdc1a4b9-c002-4be7-8778-3eff8ea7aa3b,2026,5/19/2023,3848.66,Healthcare,Contactless,Boston,Genuine
2388e2e6-a1b9-4776-a35c-e75fa3eb3741,2175,12/16/2024,914.11,Gas Stations,POS,Houston,Genuine
4fda64fd-1ce9-419d-8aad-df9ba3dd5b0a,1624,3/21/2023,578.21,Clothing,ATM Withdrawal,Miami,Genuine
32a3eec7-f8bb-4d3b-a9e3-e00ee84c356c,8307,9/1/2024,4963.9,Gas Stations,Online,Chicago,Genuine
c30bf620-5fb1-4c65-9176-5dc76516c606,1805,4/1/2024,70.99,Healthcare,Online,Los Angeles,Genuine
8f49ed66-8c81-4429-8bca-3ca7c314fc8e,4196,11/11/2023,1922.44,Restaurants,ATM Withdrawal,Houston,Genuine
90db9011-1fd7-49c4-8306-e3f349aa3a82,9835,7/25/2023,4936.58,Healthcare,Chip Transaction,Chicago,Genuine
2903aaab-2d16-4576-8c14-05743b177b31,4328,2/26/2024,112.53,Online Shopping,ATM Withdrawal,New York,Genuine
3172d032-0378-4786-bd1c-c451cd762ff2,2040,3/1/2024,579.77,Entertainment,Chip Transaction,New York,Genuine
51af51b7-1613-4995-bd4d-4688fba921b1,1311,3/18/2024,335.47,Groceries,Contactless,Atlanta,Genuine
951be8de-76e0-4f7a-a491-e88f89299c58,3083,6/13/2024,1264.1,Utilities,Contactless,Boston,Genuine
60fd1118-2848-47b1-bd76-0f53dc02d8e0,6857,3/5/2024,2337.23,Online Shopping,Chip Transaction,San Francisco,Genuine
fb0eed89-2a1a-4d11-b531-b6403b3ab32e,6396,11/25/2023,2486.29,Restaurants,ATM Withdrawal,Denver,Fraudulent
6e5b68ae-8534-49d7-acac-0283a2b50bd4,9801,8/29/2023,2312.04,Online Shopping,Contactless,Seattle,Genuine
0557cf53-4014-4356-93d0-f1a79618d61c,8132,12/22/2023,1288.09,Online Shopping,POS,San Francisco,Genuine
39a10e13-420c-41f2-9ec3-f97b4055541d,9402,12/28/2023,274.04,Online Shopping,Chip Transaction,Boston,Genuine
99880784-97a3-46db-9d82-816deebaafd4,7358,2/6/2024,1905.55,Gas Stations,Chip Transaction,Chicago,Genuine
d5bf36be-d147-41d2-bcc4-5cbacd76b869,5424,7/27/2024,2325.79,Groceries,POS,New York,Genuine
da06bfaa-4161-4927-9395-5d6be5ff555b,3536,11/9/2023,850.64,Healthcare,POS,Denver,Genuine
0bc38d11-3d52-45b2-ac29-b351ba6444ba,5636,10/30/2023,3616.09,Online Shopping,Contactless,Boston,Genuine
c80459a8-4b28-4236-9ba1-d6229d8dca8f,1155,8/2/2024,4284.81,Electronics,Online,Los Angeles,Genuine
49c868c2-774a-4037-9cca-51103881d8a6,1335,9/16/2023,4100.55,Groceries,Online,Boston,Genuine
419b20d3-7cc8-41b7-ad32-fc7028229051,8371,7/28/2024,2644.24,Online Shopping,Chip Transaction,New York,Genuine
70fe602f-8a13-4f37-a9ab-1800f9504747,3771,2/17/2024,3477.91,Restaurants,Chip Transaction,Denver,Genuine
032aa577-aa7d-44c4-8d58-ed04277a8907,1878,4/13/2023,241.69,Groceries,ATM Withdrawal,Seattle,Genuine
93001d21-736e-4b3e-bf45-9ab552f6030a,9045,1/27/2025,441.2,Clothing,Contactless,Houston,Genuine
917ce682-2c1f-4346-9b81-9093bc2663f1,2047,8/7/2024,3380.52,Clothing,Contactless,Atlanta,Genuine
4ad1c0ce-7f12-41f0-bd7c-bc65ee7a6e20,3948,6/13/2023,3606.55,Clothing,Contactless,San Francisco,Genuine
7003f77a-61b6-49fd-8cdb-59b393689458,6297,10/20/2024,1060.4,Online Shopping,Online,Denver,Genuine
3c363313-8a7c-4eda-833a-c4d74ae75fb5,3436,6/20/2024,4212.38,Travel,POS,New York,Genuine
a8c168be-9909-4197-9a76-436bf9c4475c,4152,6/4/2023,1521.22,Gas Stations,Online,Chicago,Genuine
309c3fa2-0514-471c-9447-5ec52cd58a2e,6138,7/16/2024,1305.66,Electronics,ATM Withdrawal,Chicago,Genuine
b8d2bd67-c89f-43a4-9f32-737b85fdd0c9,6759,1/5/2024,294.45,Groceries,Chip Transaction,Houston,Genuine
2b3efe2a-8fc7-48bc-a2d7-2ba7f500c763,4058,1/20/2024,993.8,Utilities,Chip Transaction,Los Angeles,Genuine
f65528ee-0409-45d2-ace4-aaff54f7fe0c,4292,3/16/2023,392.12,Travel,Chip Transaction,Atlanta,Genuine
82277d19-b01c-41d1-aa72-9a1b82fdf2bf,5249,3/25/2023,2711.66,Groceries,Online,Houston,Genuine
4c77fb71-0651-4446-91d8-47230997cac4,5243,9/29/2024,570.84,Gas Stations,Online,Atlanta,Genuine
cd598b9d-b7c6-449d-b140-1253a75134fe,3376,8/2/2023,2033.49,Groceries,Contactless,Houston,Genuine
149fa87a-6beb-467e-a1ad-a59cffe506d5,6276,1/28/2025,4801.93,Groceries,Contactless,Boston,Genuine
0205f2c5-763f-4db7-929f-be85f3c70d68,2811,10/9/2024,4185.46,Travel,POS,Miami,Genuine
59d26012-5361-4811-9cca-de93d88c2bd3,8357,10/6/2023,3679.4,Clothing,Chip Transaction,Houston,Genuine
30961eea-0e71-4176-89d4-0d1116b4abab,9128,8/4/2023,1995.45,Restaurants,Contactless,Miami,Genuine
8c881cf2-d249-41f5-864b-8abc04c69a65,8042,9/9/2023,2193.76,Travel,ATM Withdrawal,Boston,Genuine
08a13a3b-a852-4594-860e-2f07ff1c5351,7673,4/4/2023,4286.79,Electronics,ATM Withdrawal,Miami,Genuine
79009ea2-1daa-44f6-b4bc-27a4bda2c96c,8182,3/5/2024,2186.39,Gas Stations,Contactless,Houston,Fraudulent
22fabf3e-fe1c-4367-bad6-62103e6602da,7236,1/5/2024,925.65,Groceries,Chip Transaction,Denver,Genuine
1a86455f-d48d-4e44-a59e-3fdac3118ce7,7951,8/31/2024,4995.78,Entertainment,Contactless,San Francisco,Genuine
546a62c5-6cf8-46e4-aa67-e7098aee68fb,6611,4/14/2024,4986.67,Electronics,ATM Withdrawal,Denver,Genuine
e9576a8c-888d-42af-ac3e-c565047afe67,6944,12/11/2024,1834.43,Clothing,POS,Atlanta,Genuine
0141fbbd-5328-4aa8-9029-c265bf6fb0cd,5297,10/12/2024,2017.1,Restaurants,Chip Transaction,Denver,Genuine
4ddb78af-d791-41c9-8b39-977edbb947b4,5402,3/12/2023,4449.14,Travel,Chip Transaction,Los Angeles,Genuine
2959485b-35cb-4c3c-a979-b9520e26b5da,8600,12/27/2023,3775.48,Utilities,POS,San Francisco,Genuine
ea2552a4-e50b-4771-a7ea-8aa11ac21f8a,3219,7/10/2024,579.23,Gas Stations,ATM Withdrawal,Atlanta,Genuine
d73fdde4-5ea9-4e4e-ad0e-cb31836c75e3,8914,7/19/2023,1720.74,Travel,ATM Withdrawal,Miami,Genuine
d296dedf-102d-4e07-b78f-f0e460686774,1768,6/10/2023,211.89,Travel,POS,Atlanta,Genuine
0a548c59-f2a6-4f8e-9674-50a1b4a21069,4687,6/15/2024,3271.46,Travel,Chip Transaction,Chicago,Genuine
2617cdfe-28bd-4e0e-ac22-3fa38b7d7070,2078,1/10/2024,417.72,Clothing,Contactless,Houston,Genuine
cdce24fc-b939-4323-b15e-66da41e2410b,2025,10/15/2024,1280.62,Groceries,Contactless,Los Angeles,Genuine
e8ace644-0a81-4d7c-a2c6-b1842a15fa37,4613,9/26/2024,3572.56,Healthcare,ATM Withdrawal,Los Angeles,Genuine
5c24b46f-fd89-42e8-a053-4397ea9a5408,4865,11/28/2023,4293.79,Clothing,Chip Transaction,Miami,Genuine
65ef7f84-5e03-461d-a5a1-1c49413f5a02,2712,2/13/2024,987.88,Entertainment,Contactless,Atlanta,Genuine
22054c22-e590-4520-b74c-9fad54063e9b,5326,2/10/2024,3455.22,Travel,Chip Transaction,Boston,Genuine
beed2f97-e1db-4840-8a37-8ff416f2e32b,9158,11/13/2024,3525.69,Gas Stations,Online,Chicago,Genuine
1ba0a54f-b2a2-43a6-95f0-7cf5b9a9231e,1121,11/6/2024,4194.36,Online Shopping,ATM Withdrawal,Chicago,Genuine
22cfed10-0613-467e-860b-ff4b1b41f27a,5470,9/29/2024,1281.22,Online Shopping,Online,Denver,Genuine
8d04212b-0240-449c-8cda-dd23c41af439,6069,6/23/2023,159.98,Electronics,Chip Transaction,Chicago,Genuine
ccf697dc-162a-482b-90e1-7bc3411e500a,6862,4/14/2024,3805.45,Travel,Contactless,Boston,Genuine
6b43710d-a980-4582-9d10-4a83b7761786,6435,1/28/2024,1019.35,Healthcare,Contactless,Houston,Genuine
da9f3393-7744-4635-a826-61f952b594be,8804,4/23/2024,4989.66,Electronics,Chip Transaction,Miami,Genuine
3aed920e-7ce2-4657-ad6d-702e83b8350b,8760,5/28/2024,1492.9,Gas Stations,Contactless,Seattle,Fraudulent
bcd4a864-58de-4a20-a4eb-0f821eb12a17,8889,1/25/2024,3711.82,Healthcare,ATM Withdrawal,Boston,Genuine
044d7679-53fd-4860-b3fd-248cd78eaaee,8360,12/16/2023,1016.11,Restaurants,ATM Withdrawal,Boston,Genuine
f72476cf-2edf-4c5e-acdf-a008d795815a,9225,6/24/2024,62.51,Healthcare,Contactless,Houston,Genuine
3b854721-592e-49c4-af93-959c72318692,1458,12/27/2024,79.19,Electronics,POS,Boston,Genuine
f3e43882-2b61-4639-ad4c-07272a029e77,7837,1/26/2025,3448.14,Travel,Online,Los Angeles,Genuine
f011fe99-b6d4-41be-9a62-17783ce7b61a,3982,5/11/2024,1103.83,Online Shopping,Contactless,Houston,Genuine
45c31cd4-bf5d-4961-9851-a5b03aa0d7d6,2828,6/19/2023,4976.32,Gas Stations,Chip Transaction,Chicago,Genuine
6574b93a-626f-416e-8539-bb3f364d7056,5911,8/5/2024,3690.43,Electronics,Online,Houston,Genuine
4e13924a-5ae5-4559-b455-def44dc9e573,5975,7/29/2023,4757.14,Clothing,Chip Transaction,Miami,Genuine
ab0bc806-ce98-4694-b5d5-39627bbee952,6040,11/30/2024,4215.09,Groceries,POS,New York,Genuine
14de1370-774d-4925-8912-039cebc8a62a,8369,12/17/2023,1414.83,Restaurants,Online,Denver,Genuine
cdd99097-0ca6-4169-aef9-688db96e2e2f,1952,9/5/2023,1221.16,Utilities,POS,Houston,Genuine
90143689-fed2-4061-a206-c63e453f0370,9785,2/26/2024,1428.61,Travel,ATM Withdrawal,Miami,Fraudulent
a24ea4d4-4148-49a4-95b5-fac0126fa47a,9369,10/12/2023,1664.92,Clothing,Contactless,Seattle,Genuine
4b184b49-2f78-4b20-af5a-2b302f79f79e,6578,4/29/2024,3124.86,Online Shopping,Online,Miami,Genuine
d987c112-8451-4bfd-a63c-dedde27d925d,3085,4/10/2024,1205.46,Clothing,Online,Atlanta,Genuine
6f679f50-c20d-44d5-a137-a61fc6367483,5345,4/15/2024,342.74,Groceries,Chip Transaction,Seattle,Genuine
a90ca9d5-988b-4885-bf9f-6ed91c0d8f2b,2690,9/23/2024,870.13,Online Shopping,Chip Transaction,Los Angeles,Genuine
b952fa0e-87c1-4c75-a838-f89bc514f0a1,2249,5/24/2023,2526.65,Electronics,Contactless,Houston,Genuine
d7d9a667-3aeb-4820-8f51-beb12b2bf57e,9595,8/13/2024,1419.76,Groceries,ATM Withdrawal,Miami,Genuine
abdbdf5e-b90b-4bb7-8d9e-43682e5584f9,3709,11/28/2023,680.72,Healthcare,POS,New York,Genuine
7b7c58b4-3de2-45bd-8180-31ee451d7cba,4641,8/15/2023,839.67,Gas Stations,Online,Los Angeles,Genuine
6ceb1417-b24c-4f90-9d29-4b6cb3e2b77a,3729,9/15/2023,1736.87,Entertainment,Chip Transaction,Seattle,Fraudulent
b15fc751-07a5-4849-a05c-f490ad3f4b34,7573,1/3/2025,4541.04,Entertainment,Chip Transaction,Houston,Fraudulent
a062438b-56eb-4b35-80b9-9f6d4adab87b,3025,2/19/2024,2046.78,Groceries,ATM Withdrawal,Boston,Genuine
2d490b4a-e2d8-4452-93eb-df6f5eb454e4,4567,6/24/2024,4511.02,Clothing,Online,Atlanta,Genuine
b12fa163-edba-4439-b01e-bc9a6f725e31,2295,3/7/2024,4882.54,Online Shopping,Contactless,Los Angeles,Genuine
2348fd90-2c17-444f-8237-30e911c3beb5,8672,10/12/2023,652.29,Travel,Online,Denver,Genuine
f2740713-526b-4c7e-8429-8b03bf0c5685,4374,1/23/2024,4175.25,Electronics,Chip Transaction,New York,Genuine
0cbdfa5b-67df-4be6-bcc9-89c1120c6aa8,1621,8/20/2023,3177.26,Groceries,POS,Denver,Genuine
832975dc-d9f2-4f6c-8257-b86d71a4925f,4771,9/5/2024,3944.99,Online Shopping,Chip Transaction,Chicago,Genuine
991e711b-0d52-4924-b359-ac68f75b8764,5569,4/12/2023,4077.55,Healthcare,POS,Atlanta,Genuine
c0f5a421-f8fa-4f19-96c3-6ce7881a685d,5619,3/1/2023,1876.43,Utilities,Online,New York,Genuine
240b1ca3-7eae-42ae-abaf-d912376e9e9e,7213,3/22/2023,4634.32,Online Shopping,Online,Houston,Genuine
3a393e57-dde9-4d6a-b1c7-ede352dbb517,2726,4/4/2023,261.68,Healthcare,Online,Houston,Genuine
a4637ea7-1609-49d0-9891-4283d85791ad,9704,5/15/2024,4064.07,Gas Stations,Contactless,Houston,Genuine
ac87ea4b-1b36-45d2-ba19-84503b6a20e4,3181,5/23/2024,716.96,Utilities,ATM Withdrawal,San Francisco,Genuine
7f260fb6-4080-47ec-9084-5f8e3537b9e9,9422,6/10/2024,2640.26,Groceries,ATM Withdrawal,Houston,Genuine
1c848248-2241-42d0-ab66-ba97f9909a83,2266,6/21/2023,4326.92,Travel,ATM Withdrawal,Los Angeles,Genuine
f153cdc1-2762-4eed-8908-a90126e79c15,1913,8/20/2024,4382.87,Gas Stations,Online,Seattle,Genuine
cd1e40b2-6f6a-4b39-8531-38e86409b0dd,6274,8/3/2024,2695.36,Entertainment,Contactless,Seattle,Genuine
d6a94c77-100d-4d1b-acde-79dee13332e2,6434,9/10/2023,1544.81,Clothing,Contactless,Houston,Genuine
2347aa3b-60b4-4077-933c-915ce464acdf,8496,11/5/2023,1228.89,Entertainment,Chip Transaction,San Francisco,Genuine
57b0118c-8be4-4629-b810-221e63f0b136,8118,7/2/2024,1223.14,Travel,Online,Seattle,Genuine
c72c3fa1-77e2-4ff8-bd94-0ccf750c659c,2190,5/15/2024,475.67,Restaurants,ATM Withdrawal,Los Angeles,Genuine
4d6f5634-bd22-4016-a591-bc1ca4cd7d7c,6826,1/10/2024,207.15,Electronics,Online,Boston,Genuine
469a9ccd-2bad-4ad8-ba88-c0e7d4840188,2063,1/8/2024,430.01,Healthcare,ATM Withdrawal,San Francisco,Genuine
e200b6bb-58ad-45d8-8de6-18f9d9531053,5533,4/11/2024,4766.64,Online Shopping,Contactless,Atlanta,Genuine
b2c02920-fe2a-48e6-8d75-8490b4b0c012,5778,11/11/2024,2765.53,Travel,Contactless,Atlanta,Genuine
03db98d3-14ea-49ce-935d-4b0df43d158d,5634,9/16/2023,1475.68,Groceries,Online,San Francisco,Genuine
6b926286-2760-4e37-aeeb-5969c66fd124,9338,2/7/2025,4378.72,Entertainment,POS,Atlanta,Genuine
7f474925-7be9-4dd0-ae82-a8e30b820a5e,1941,1/22/2024,4250.58,Gas Stations,ATM Withdrawal,Boston,Genuine
d0f1d0ff-7ac8-4932-bbe2-18a5f3f87731,7505,4/26/2023,4440.52,Restaurants,POS,Denver,Genuine
4c71597a-e416-4501-b828-2223a96eec13,2033,12/1/2024,4072.13,Clothing,POS,Denver,Genuine
4b0e3ee0-fb1b-4e78-a299-42590eaf767f,8424,6/21/2023,379.7,Entertainment,Online,Atlanta,Genuine
14a94696-2073-4fb3-b7fe-8e5b78d0cb78,7612,3/13/2023,3653.4,Electronics,Chip Transaction,Houston,Genuine
54b36df7-91ef-4357-bdf6-a71b462b382e,7895,1/7/2024,1689.33,Entertainment,Chip Transaction,Atlanta,Genuine
636928b2-76da-4607-be94-424db3560892,3172,9/15/2024,1230.37,Groceries,ATM Withdrawal,New York,Genuine
87326997-bbff-4632-9057-d7004fc65991,2203,8/19/2023,1324.43,Online Shopping,Contactless,Boston,Genuine
a834baf0-f54d-4d5b-adcf-a8f9dd1aff88,8679,12/11/2024,1157.58,Entertainment,Contactless,Denver,Genuine
a447fabd-2dd0-478c-b513-b79554dc65b4,9527,8/31/2023,3410.83,Groceries,POS,New York,Genuine
ab5e7167-12c7-47ec-847f-4e4d5a1a1808,6214,8/12/2023,3764.21,Travel,Chip Transaction,Los Angeles,Genuine
909caa40-4d95-4b71-967a-1869737196a9,1408,6/24/2023,3574.45,Groceries,Chip Transaction,Miami,Genuine
e17f5f4a-3bf3-476c-90f1-17955110e991,4957,10/27/2024,3661.34,Gas Stations,Online,Denver,Genuine
7841f72a-b483-4549-9151-1777326a2806,5009,12/16/2024,4593.5,Gas Stations,POS,Los Angeles,Genuine
63d33247-67d8-47db-8b30-a79698f518e5,6894,10/16/2023,3366,Travel,Online,Chicago,Genuine
4a4df91f-82fd-461d-9e53-0953f11ba087,4846,4/25/2024,2582.35,Electronics,Chip Transaction,San Francisco,Genuine
a1c6b763-f320-4be4-af8e-497c3ca0db21,6647,1/19/2025,4155.5,Gas Stations,POS,Los Angeles,Genuine
16c58b95-4838-486f-b08b-1bfdd34b02c1,6800,4/23/2024,4555.57,Entertainment,ATM Withdrawal,Houston,Genuine
7720f500-607d-48b8-90cc-2bf22dd046b3,9554,4/11/2023,22.38,Healthcare,Online,New York,Genuine
cad75670-7407-495e-8e71-e8432318400c,2036,7/26/2023,4202.5,Entertainment,Chip Transaction,Boston,Genuine
a0c90b69-1a0a-400e-9a97-29a9228dc5e9,3495,8/6/2023,1414.51,Utilities,Chip Transaction,Miami,Genuine
a465c720-e2f2-4af5-a487-ee427181cf82,3675,4/24/2024,415.77,Electronics,ATM Withdrawal,Houston,Genuine
cbd64120-fde7-43b3-8774-638f46c7ee0e,3386,7/31/2024,466.88,Restaurants,POS,Los Angeles,Genuine
699edf4a-340c-4656-8bf3-6adb63046431,2982,8/31/2024,1842.58,Utilities,Chip Transaction,San Francisco,Genuine
1519c083-de82-4a58-92fa-8df9f2dcf92c,1974,12/20/2023,246.93,Utilities,POS,Atlanta,Genuine
eb8fb1d6-7408-485e-b447-60572b076453,2244,9/24/2023,1267.29,Healthcare,ATM Withdrawal,San Francisco,Genuine
